"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"1495","MF598630.1","lcl|MF598630.1_cds_ASU90318.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90318.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B38_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1496","MN120514.1","lcl|MN120514.1_cds_QDP16206.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=QDP16206.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2019/07/27","whole_genome",4062,"013|Homo sapiens|MERS-CoV|Saudi Arabia|28-Mar-2019|NGHA"
"1497","MF598633.1","lcl|MF598633.1_cds_ASU90351.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90351.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B41_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1498","MF598634.1","lcl|MF598634.1_cds_ASU90362.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90362.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B42_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1499","KP719929.1","lcl|KP719929.1_cds_AJG44080.1_3 [protein=S] [protein_id=AJG44080.1] [location=21178..25239] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/02/09","whole_genome",4062,"Middle East respiratory syndrome coronavirus|Camel/UAE/D1164.11/2014|Camelus dromedarius|MERS-CoV|United Arab Emirates|Jun-2014|[virus wizard]"
"1500","KT805987.1","lcl|KT805987.1_cds_ALJ54467.1_1 [protein=spike protein] [protein_id=ALJ54467.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Hufuf-KSA-11080/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|12-May-2015"
"1501","KJ156873.1","lcl|KJ156873.1_cds_AHI48662.1_2 [protein=S protein] [protein_id=AHI48662.1] [location=2397..6458] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2014/02/06","complete_spike",4062,"Riyadh_13b_2013|Homo sapiens|MERS coronavirus|MERS-CoV|Saudi Arabia|13-Aug-2013"
"1502","MF598637.1","lcl|MF598637.1_cds_ASU90395.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90395.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B46_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1503","MH306207.1","lcl|MH306207.1_cds_AWM99582.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AWM99582.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/05/30","whole_genome",4062,"HCoV-EMC|Homo sapiens|MERS-CoV|Saudi Arabia|01-Aug-2016|NGHA"
"1504","MH310909.1","lcl|MH310909.1_cds_AXN92228.1_3 [gene=S] [protein=S protein] [protein_id=AXN92228.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/08/31","whole_genome",4062,"Hu/Riyadh-KSA-5767/2017|Homo sapiens|MERS-CoV|Saudi Arabia|nasopharyngeal swab|05-May-2017"
"1505","MH310910.1","lcl|MH310910.1_cds_AXN92238.1_3 [gene=S] [protein=S protein] [protein_id=AXN92238.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/08/31","whole_genome",4062,"Hu/Riyadh-KSA-7696/2017|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|03-Jun-2017"
"1506","MH310911.1","lcl|MH310911.1_cds_AXN92249.1_3 [gene=S] [protein=S protein] [protein_id=AXN92249.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/08/31","whole_genome",4062,"Hu/Riyadh-KSA-10717/2017|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|06-Jun-2017"
"1507","MF598683.1","lcl|MF598683.1_cds_ASU90901.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90901.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B95_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1508","MN735682.1","lcl|MN735682.1_cds_QGW51941.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=QGW51941.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2019/12/18","complete_spike",4062,"109|Homo sapiens|MERS-CoV|Saudi Arabia|nasal swab|16-Nov-2017"
"1509","MH432120.1","lcl|MH432120.1_cds_AXG21665.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AXG21665.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/07/31","whole_genome",4062,"2366|Homo sapiens|MERS-CoV|Saudi Arabia|28-Feb-2017"
"1510","MH454272.1","lcl|MH454272.1_cds_AWU59321.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AWU59321.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2018/06/19","whole_genome",4062,"HCoV-EMC|Homo sapiens|MERS-CoV|Saudi Arabia|06-Dec-2016|NGHA"
"1511","KT805998.1","lcl|KT805998.1_cds_ALJ54478.1_1 [protein=spike protein] [protein_id=ALJ54478.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Jeddah-KSA-C22748/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|29-Mar-2015"
"1512","KT805999.1","lcl|KT805999.1_cds_ALJ54479.1_1 [protein=spike protein] [protein_id=ALJ54479.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Jeddah-KSA-RS15/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|01-Apr-2015"
"1513","KY581684.1","lcl|KY581684.1_cds_ASU45696.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU45696.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/12/20","whole_genome",4062,"Hu/UAE_002_2013|Homo sapiens|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|sputum|10-Jul-2013"
"1514","KU242423.1","lcl|KU242423.1_cds_ALT66870.1_2 [gene=S] [protein=spike protein] [protein_id=ALT66870.1] [location=21450..25511] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/27","whole_genome",4062,"Middle East respiratory syndrome coronavirus|Camel/UAE/D511-14|Camelus dromedarius|MERS-CoV|United Arab Emirates|12-Mar-2014"
"1515","KF958702.1","lcl|KF958702.1_cds_AHE78108.1_3 [protein=S] [protein_id=AHE78108.1] [location=21450..25511] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2014/05/01","whole_genome",4062,"Middle East respiratory syndrome coronavirus|MERS-CoV-Jeddah-human-1|Homo sapiens|MERS-CoV|Saudi Arabia|man having contact with camel|05-Nov-2013|viral transference from camel to human; virus isolated from camel in INSD accession KF917527"
"1516","KJ361500.1","lcl|KJ361500.1_cds_AIZ74417.1_3 [protein=S] [protein_id=AIZ74417.1] [location=20908..24969] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/03/10","whole_genome",4062,"Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger|Homo sapiens|MERS-CoV|MERS-CoV|France|Broncho-Alveolar Lavage|26-Apr-2013"
"1517","KX154687.1","lcl|KX154687.1_cds_ANF29195.1_3 [gene=S] [protein=S protein] [protein_id=ANF29195.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/04/30","whole_genome",4062,"Middle East respiratory syndrome coronavirus|Hu/Riyadh-KSA-11958/2016|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|Feb-2016"
"1518","MG366883.1","lcl|MG366883.1_cds_ATY74414.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ATY74414.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/12/06","whole_genome",4062,"Hu/Riyadh-KSA-10024/2017|Homo sapiens|MERS-CoV|Middle East respiratory syndrome coronavirus|Saudi Arabia|nasopharyngeal swab|15-Jun-2015"
"1519","KT368839.1","lcl|KT368839.1_cds_ALA49506.1_3 [gene=S] [protein=spike protein] [protein_id=ALA49506.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/17","whole_genome",4062,"Middle East respiratory syndrome coronavirus|camel/Jeddah/D47/2014|camel|MERS-CoV|Saudi Arabia|Dec-2014"
"1520","KT368840.1","lcl|KT368840.1_cds_ALA49517.1_3 [gene=S] [protein=spike protein] [protein_id=ALA49517.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/17","whole_genome",4062,"Middle East respiratory syndrome coronavirus|camel/Jeddah/D48/2014|camel|MERS-CoV|Saudi Arabia|Dec-2014"
"1521","KX154691.1","lcl|KX154691.1_cds_ANF29239.1_3 [gene=S] [protein=S protein] [protein_id=ANF29239.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/04/30","whole_genome",4062,"Middle East respiratory syndrome coronavirus|Hu/Riyadh-KSA-12832/2016|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|25-Feb-2016"
"1522","MK858160.1","lcl|MK858160.1_cds_QCQ28832.1_1 [protein=spike glycoprotein] [protein_id=QCQ28832.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2019/05/20","complete_spike",4062,"37|Homo sapiens|MERS-CoV|Saudi Arabia|nasopharyngeal swab|31-May-2017"
"1523","KT368844.1","lcl|KT368844.1_cds_ALA49561.1_3 [gene=S] [protein=spike protein] [protein_id=ALA49561.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/17","whole_genome",4062,"Middle East respiratory syndrome coronavirus|camel/Jeddah/D90/2014|camel|MERS-CoV|Saudi Arabia|Dec-2014"
"1524","KY688124.1","lcl|KY688124.1_cds_AQZ41376.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AQZ41376.1] [location=21435..25496] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/12/31","whole_genome",4062,"Hu/Hufuf-KSA-11401/2015|Homo sapiens|MERS-CoV|Middle East respiratory syndrome coronavirus|Saudi Arabia|respiratory secretions|20-May-2015|culture isolate; passage details: Vero cells"
"1525","KT805971.1","lcl|KT805971.1_cds_ALJ54451.1_1 [protein=spike protein] [protein_id=ALJ54451.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Riyadh-KSA-3123/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|14-Feb-2015"
"1526","MG987420.1","lcl|MG987420.1_cds_AWH65943.1_3 [gene=S] [protein=S protein] [protein_id=AWH65943.1] [location=21817..25857] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2020/02/23","whole_genome",4041,"NL13892|MERS-CoV|China|24.59 N 113.06 E|20-Jul-2013|G.Zhu|B.Li"
"1527","KT805973.1","lcl|KT805973.1_cds_ALJ54453.1_1 [protein=spike protein] [protein_id=ALJ54453.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Riyadh-KSA-C20807/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|06-Feb-2015"
"1528","KT368846.1","lcl|KT368846.1_cds_ALA49583.1_3 [gene=S] [protein=spike protein] [protein_id=ALA49583.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/17","whole_genome",4062,"Middle East respiratory syndrome coronavirus|camel/Jeddah/N51/2014|camel|MERS-CoV|Saudi Arabia|Nov-2014"
"1529","KX034095.1","lcl|KX034095.1_cds_ANC28656.1_3 [gene=S] [protein=spike protein] [protein_id=ANC28656.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/05/08","whole_genome",4062,"Middle East respiratory syndrome coronavirus|MERS-CoV/KOR/Seoul/066-2015|Homo sapiens|MERS-CoV|South Korea|sputum|04-Jun-2015"
"1530","KT805978.1","lcl|KT805978.1_cds_ALJ54458.1_1 [protein=spike protein] [protein_id=ALJ54458.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Riyadh-KSA-3550/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|23-Feb-2015"
"1531","MG011358.2","lcl|MG011358.2_cds_ATG84877.1_3 [gene=S] [protein=S protein] [protein_id=ATG84877.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/10/03","whole_genome",4062,"Hu/Riyadh-KSA-24241/2016|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|21-Sep-2016"
"1532","MG011359.2","lcl|MG011359.2_cds_ATG84888.1_3 [gene=S] [protein=S protein] [protein_id=ATG84888.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/10/03","whole_genome",4062,"Hu/Riyadh-KSA-16559/2016|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|29-Mar-2016"
"1533","MG011360.1","lcl|MG011360.1_cds_ATG84899.1_3 [gene=S] [protein=S protein] [protein_id=ATG84899.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/10/03","whole_genome",4062,"Hu/Riyadh-KSA-K17000887/2017|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|23-Jan-2017"
"1534","MG011361.1","lcl|MG011361.1_cds_ATG84910.1_3 [gene=S] [protein=S protein] [protein_id=ATG84910.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/10/03","whole_genome",4062,"Hu/Riyadh-KSA-K17000405/2017|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|10-Jan-2017"
"1535","MG011362.1","lcl|MG011362.1_cds_ATG84921.1_3 [gene=S] [protein=S protein] [protein_id=ATG84921.1] [location=21434..25495] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/10/03","whole_genome",4062,"Hu/Riyadh-KSA-K37029157/2016|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|25-Dec-2016"
"1536","KT806023.1","lcl|KT806023.1_cds_ALJ54503.1_1 [protein=spike protein] [protein_id=ALJ54503.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/01/07","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Aflaj-KSA-10802/2015|Homo sapiens|MERS-CoV|Saudi Arabia|respiratory secretions|17-May-2015"
"1537","KT357808.1","lcl|KT357808.1_cds_AMW90850.1_1 [protein=spike protein] [protein_id=AMW90850.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/04/12","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Riyadh_1164/KSA/2014|Homo sapiens|MERS-CoV|Saudi Arabia|2014"
"1538","KJ782549.1","lcl|KJ782549.1_cds_AHZ20790.1_1 [gene=S] [protein=S protein] [protein_id=AHZ20790.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2014/05/13","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Greece-Saudi Arabia_2014|Homo sapiens|MERS-CoV|Greece|throat (oropharyngeal) swab|18-Apr-2014|patient residing in Saudi Arabia and returning to Greece"
"1539","KT368858.1","lcl|KT368858.1_cds_ALA49715.1_3 [gene=S] [protein=spike protein] [protein_id=ALA49715.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/12/17","whole_genome",4062,"Middle East respiratory syndrome coronavirus|camel/Jeddah/Jd1(b)/2015|camel|MERS-CoV|Saudi Arabia|Jan-2015"
"1540","KJ156869.1","lcl|KJ156869.1_cds_AHI48528.1_3 [protein=S protein] [protein_id=AHI48528.1] [location=21405..25466] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2014/02/06","whole_genome",4062,"Riyadh_9_2013|Homo sapiens|MERS coronavirus|MERS-CoV|Saudi Arabia|17-Jul-2013"
"1541","MF598594.1","lcl|MF598594.1_cds_ASU89921.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU89921.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B1_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
"1542","KP719932.1","lcl|KP719932.1_cds_AJG44113.1_3 [protein=S] [protein_id=AJG44113.1] [location=21178..25239] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/02/09","whole_genome",4062,"Middle East respiratory syndrome coronavirus|Camel/UAE/D1243.12/2014|Camelus dromedarius|MERS-CoV|United Arab Emirates|Jun-2014|[virus wizard]"
"1543","KR912190.1","lcl|KR912190.1_cds_ALJ76280.1_1 [protein=spike protein] [protein_id=ALJ76280.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2015/10/21","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Hu/Taif,KSA-2164/2014|Homo sapiens|MERS-CoV|Saudi Arabia|serum|27-Oct-2014"
"1544","KT357811.1","lcl|KT357811.1_cds_AMW90853.1_1 [protein=spike protein] [protein_id=AMW90853.1] [location=1..4062] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2016/04/12","complete_spike",4062,"Middle East respiratory syndrome coronavirus|Riyadh_1337/KSA/2014|Homo sapiens|MERS-CoV|Saudi Arabia|2014"
"1545","MF598680.1","lcl|MF598680.1_cds_ASU90868.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ASU90868.1] [location=21456..25517] [gbkey=CDS]","1335626","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","2017/11/15","whole_genome",4062,"camel/UAE_B91_2015|Camelus dromedarius|MERS-CoV|Middle East respiratory syndrome coronavirus|United Arab Emirates|nasopharyngeal swab|Mar-2015"
